2.199999999999999872e-02,-4.010000000000000231e-01,1.669999999999999929e+00
1.299999999999999940e-02,-4.030000000000000249e-01,1.540000000000000036e+00
4.000000000000000083e-03,-4.050000000000000266e-01,1.260000000000000009e+00
-2.000000000000000042e-03,-4.069999999999999729e-01,-2.999999999999999889e-01
-1.099999999999999936e-02,-4.119999999999999774e-01,-9.799999999999999822e-01
-1.799999999999999864e-02,-4.149999999999999800e-01,-9.799999999999999822e-01
-2.199999999999999872e-02,-4.169999999999999818e-01,-9.599999999999999645e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.499999999999999556e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-8.499999999999999778e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-8.699999999999999956e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-8.800000000000000044e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.000000000000000222e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.100000000000000311e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.399999999999999467e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.499999999999999556e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.599999999999999645e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-1.040000000000000036e+00
-2.999999999999999889e-02,-4.219999999999999862e-01,-1.030000000000000027e+00
-2.999999999999999889e-02,-4.219999999999999862e-01,-1.030000000000000027e+00
-2.999999999999999889e-02,-4.219999999999999862e-01,-1.020000000000000018e+00
-2.999999999999999889e-02,-4.219999999999999862e-01,-1.010000000000000009e+00
-2.999999999999999889e-02,-4.219999999999999862e-01,-1.000000000000000000e+00
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.899999999999999911e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.799999999999999822e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.699999999999999734e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.599999999999999645e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.599999999999999645e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.499999999999999556e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.499999999999999556e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.200000000000000400e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.200000000000000400e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.200000000000000400e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.300000000000000488e-01
-2.999999999999999889e-02,-4.219999999999999862e-01,-9.300000000000000488e-01
